Package,Type,Title,Version,Description,License,Encoding,URL,Repository,Author,Maintainer,_published,_filesize,organization
tidyqpcr,Package,Quantitative PCR Analysis with the Tidyverse,1.0,"For reproducible quantitative PCR (qPCR) analysis building on packages from the ’tidyverse’, notably ’dplyr’ and ’ggplot2’. It normalizes (by ddCq), summarizes, and plots pre-calculated Cq data, and plots raw amplification and melt curves from Roche Lightcycler (tm) machines. It does NOT (yet) calculate Cq data from amplification curves.",Apache License (>= 2),UTF-8,"https://docs.ropensci.org/tidyqpcr,
https://github.com/ropensci/tidyqpcr",https://ropensci.r-universe.dev,"Edward Wallace [aut, cre],
Sam Haynes [aut]",Edward Wallace <Edward.Wallace@ed.ac.uk>,2023-03-27T06:08:10.644Z,5872321,rOpenSci
DataSpaceR,Package,Interface to 'the CAVD DataSpace',0.7.6,"Provides a convenient API interface to access immunological data
within 'the CAVD DataSpace'(<https://dataspace.cavd.org>), a data sharing
and discovery tool that facilitates exploration of HIV immunological data
from pre-clinical and clinical HIV vaccine studies.",GPL-3,UTF-8,"https://docs.ropensci.org/DataSpaceR/,
https://github.com/ropensci/DataSpaceR",https://ropensci.r-universe.dev,"Ju Yeong Kim [aut],
Sean Hughes [rev],
Jason Taylor [aut, cre],
Helen Miller [aut],
CAVD DataSpace [cph]",Jason Taylor <jmtaylor@fredhutch.org>,2023-04-05T06:02:23.890Z,256983,rOpenSci
cyphr,NA,High Level Encryption Wrappers,1.1.4,"Encryption wrappers, using low-level support from
'sodium' and 'openssl'.  'cyphr' tries to smooth over some pain
points when using encryption within applications and data analysis
by wrapping around differences in function names and arguments in
different encryption providing packages.  It also provides
high-level wrappers for input/output functions for seamlessly
adding encryption to existing analyses.",MIT + file LICENSE,UTF-8,"https://github.com/ropensci/cyphr,
https://docs.ropensci.org/cyphr/",https://ropensci.r-universe.dev,"Rich FitzJohn [aut, cre],
Jai Ranganathan [ctb]",Rich FitzJohn <rich.fitzjohn@gmail.com>,2023-03-28T05:54:39.982Z,1051209,rOpenSci
UCSCXenaTools,NA,Download and Explore Datasets from UCSC Xena Data Hubs,1.4.8,"Download and explore datasets from UCSC Xena data hubs, which
are a collection of UCSC-hosted public databases such as TCGA, ICGC,
TARGET, GTEx, CCLE, and others.  Databases are normalized so they can
be combined, linked, filtered, explored and downloaded.",GPL-3,UTF-8,"https://docs.ropensci.org/UCSCXenaTools/,
https://github.com/ropensci/UCSCXenaTools",https://ropensci.r-universe.dev,"Shixiang Wang [aut, cre] (<https://orcid.org/0000-0001-9855-7357>),
Xue-Song Liu [aut] (<https://orcid.org/0000-0002-7736-0077>),
Martin Morgan [ctb],
Christine Stawitz [rev] (Christine reviewed the package for ropensci,
see <https://github.com/ropensci/software-review/issues/315>),
Carl Ganz [rev] (Carl reviewed the package for ropensci, see
<https://github.com/ropensci/software-review/issues/315>)",Shixiang Wang <w_shixiang@163.com>,2023-04-05T06:02:22.649Z,596069,rOpenSci
sodium,Package,A Modern and Easy-to-Use Crypto Library,1.2.1,"Bindings to 'libsodium' <https://doc.libsodium.org/>: a modern, 
easy-to-use software library for encryption, decryption, signatures, password
hashing and more. Sodium uses curve25519, a state-of-the-art Diffie-Hellman
function by Daniel Bernstein, which has become very popular after it was
discovered that the NSA had backdoored Dual EC DRBG.",MIT + file LICENSE,NA,https://docs.ropensci.org/sodium/ https://github.com/r-lib/sodium,https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-05T06:45:42.828Z,169383,rOpenSci
comtradr,NA,Interface with the United Nations Comtrade API,0.3.0.09000,"Interface with and extract data from the United Nations Comtrade 
API <https://comtrade.un.org/data/>. Comtrade provides country level shipping
data for a variety of commodities, these functions allow for easy API query
and data returned as a tidy data frame.",GPL-3,UTF-8,"https://docs.ropensci.org/comtradr/,
https://github.com/ropensci/comtradr",https://ropensci.r-universe.dev,"Chris Muir [aut, cre],
Alicia Schep [rev] (<https://orcid.org/0000-0002-3915-0618>, Alicia
reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/141),
Rafael Hellwig [rev] (<https://orcid.org/0000-0002-3092-3493>, Rafael
reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/141),
Juergen Amann [ctb]",Chris Muir <chrismuirRVA@gmail.com>,2023-04-05T06:18:45.515Z,548532,rOpenSci
rinat,Package,Access 'iNaturalist' Data Through APIs,0.1.9,A programmatic interface to the API provided by the 'iNaturalist' website <https://www.inaturalist.org/> to download species occurrence data submitted by citizen scientists.,MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rinat/ (website)
https://github.com/ropensci/rinat (devel)",https://ropensci.r-universe.dev,"Vijay Barve [aut] (<https://orcid.org/0000-0002-4852-2567>),
Edmund Hart [aut],
Stéphane Guillou [cre] (<https://orcid.org/0000-0001-8992-0951>)",Stéphane Guillou <stephane.guillou@member.fsf.org>,2023-04-05T06:54:12.363Z,965889,rOpenSci
nomisr,Package,Access 'Nomis' UK Labour Market Data,0.4.7,"Access UK official statistics from the 'Nomis' database. 
'Nomis' includes data from the Census, the Labour Force Survey, DWP benefit
statistics and other economic and demographic data from the Office for
National Statistics, based around statistical geographies. See
<https://www.nomisweb.co.uk/api/v01/help> for full API documentation.",MIT + file LICENSE,UTF-8,"https://github.com/ropensci/nomisr,
https://docs.evanodell.com/nomisr",https://ropensci.r-universe.dev,"Evan Odell [aut, cre] (<https://orcid.org/0000-0003-1845-808X>),
Paul Egeler [rev, ctb],
Christophe Dervieux [rev] (<https://orcid.org/0000-0003-4474-2498>),
Nina Robery [ctb] (Work and Health Indicators with nomisr vignette)",Evan Odell <evanodell91@gmail.com>,2023-04-07T07:40:32.108Z,770392,rOpenSci
datapack,NA,"A Flexible Container to Transport and Manipulate Data and
Associated Resources",1.4.1,"Provides a flexible container to transport and manipulate complex
sets of data. These data may consist of multiple data files and associated
meta data and ancillary files. Individual data objects have associated system
level meta data, and data files are linked together using the OAI-ORE standard
resource map which describes the relationships between the files. The OAI-
ORE standard is described at <https://www.openarchives.org/ore/>. Data packages
can be serialized and transported as structured files that have been created
following the BagIt specification. The BagIt specification is described at
<https://tools.ietf.org/html/draft-kunze-bagit-08>.",Apache License (== 2.0),UTF-8,"https://docs.ropensci.org/datapack/,
https://github.com/ropensci/datapack",https://ropensci.r-universe.dev,"Matthew B. Jones [aut, cre],
Peter Slaughter [aut],
S. Jeanette Clark [ctb],
Regents of the University of California [cph]",Matthew B. Jones <jones@nceas.ucsb.edu>,2023-04-05T06:23:29.251Z,895825,rOpenSci
EML,Package,Read and Write Ecological Metadata Language Files,2.0.6,"Work with Ecological Metadata Language ('EML') files. 
'EML' is a widely used metadata standard in the ecological and
environmental sciences, described in Jones et al. (2006),
<doi:10.1146/annurev.ecolsys.37.091305.110031>.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/EML/, https://github.com/ropensci/EML/",https://ropensci.r-universe.dev,"Carl Boettiger [aut, cre, cph]
(<https://orcid.org/0000-0002-1642-628X>),
Matthew B. Jones [aut] (<https://orcid.org/0000-0003-0077-4738>),
Mitchell Maier [ctb] (<https://orcid.org/0000-0001-6955-0535>),
Bryce Mecum [ctb] (<https://orcid.org/0000-0002-0381-3766>),
Maëlle Salmon [ctb] (<https://orcid.org/0000-0002-2815-0399>),
Jeanette Clark [ctb] (<https://orcid.org/0000-0003-4703-1974>)",Carl Boettiger <cboettig@gmail.com>,2023-03-31T05:53:25.585Z,699267,rOpenSci
icepalace,NA,Snapshot Current Versions of CRAN-like Repositories,0.0.0.9004,What the package does (one paragraph).,MIT + file LICENSE,UTF-8,https://github.com/ropenscilabs/icepalace,https://ropensci.r-universe.dev,"Maëlle Salmon [cre, aut] (<https://orcid.org/0000-0002-2815-0399>),
Jeroen Ooms [aut]",Maëlle Salmon <msmaellesalmon@gmail.com>,2023-04-05T06:42:46.839Z,81503,rOpenSci
tesseract,Package,Open Source OCR Engine,5.1.0,"Bindings to 'Tesseract': 
a powerful optical character recognition (OCR) engine that supports over 100 languages.
The engine is highly configurable in order to tune the detection algorithms and
obtain the best possible results.",Apache License 2.0,UTF-8,"https://docs.ropensci.org/tesseract/ (website)
https://github.com/ropensci/tesseract (devel)",https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-05T07:10:36.803Z,275541,rOpenSci
r2readthedocs,NA,Convert R Package Documentation to a 'readthedocs' Website,0.0.1.026,Convert R package documentation to a 'readthedocs' website.,GPL-3,UTF-8,https://github.com/ropenscilabs/r2readthedocs,https://ropensci.r-universe.dev,"Mark Padgham [aut, cre]",Mark Padgham <mark.padgham@email.com>,2023-04-05T06:51:15.551Z,105459,rOpenSci
rnoaa,NA,'NOAA' Weather Data from R,1.3.9,"Client for many 'NOAA' data sources including the 'NCDC' climate
'API' at <https://www.ncdc.noaa.gov/cdo-web/webservices/v2>, with functions for
each of the 'API' 'endpoints': data, data categories, data sets, data types,
locations, location categories, and stations. In addition, we have an interface
for 'NOAA' sea ice data, the 'NOAA' severe weather inventory, 'NOAA' Historical
Observing 'Metadata' Repository ('HOMR') data, 'NOAA' storm data via 'IBTrACS',
tornado data via the 'NOAA' storm prediction center, and more.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rnoaa/ (docs),
https://github.com/ropensci/rnoaa (devel)",https://ropensci.r-universe.dev,"Scott Chamberlain [aut] (<https://orcid.org/0000-0003-1444-9135>),
Daniel Hocking [ctb, cre] (<https://orcid.org/0000-0003-1889-9184>),
Brooke Anderson [ctb],
Maëlle Salmon [ctb],
Adam Erickson [ctb],
Nicholas Potter [ctb],
Joseph Stachelek [ctb],
Alex Simmons [ctb],
Karthik Ram [ctb],
Hart Edmund [ctb],
rOpenSci [fnd] (https://ropensci.org)",Daniel Hocking <djhocking@gmail.com>,2023-04-05T07:13:15.308Z,4542799,rOpenSci
prism,NA,Access Data from the Oregon State Prism Climate Project,0.2.0.9000,"Allows users to access the Oregon State Prism climate data
(<https://prism.nacse.org/>). Using the web service API data
can easily downloaded in bulk and loaded into R for spatial analysis.
Some user friendly visualizations are also provided.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/prism/,
https://github.com/ropensci/prism",https://ropensci.r-universe.dev,"Hart Edmund [aut, ccp],
Kendon Bell [aut],
Alan Butler [ctb, cre]",Alan Butler <rabutler@usbr.gov>,2023-04-05T07:14:26.156Z,11448016,rOpenSci
rdefra,NA,Retrieve Data from the UK AIR Database,0.3.9,"This packages allows to retrieve air pollution data from the Air
Information Resource (UK-AIR, <https://uk-air.defra.gov.uk/>) of the
Department for Environment, Food and Rural Affairs (DEFRA) in the United
Kingdom. UK-AIR does not provide a public API for programmatic access to data,
therefore this package scrapes the HTML pages to get relevant information.
The package is described in Vitolo et al. (2016) ""rdefra: Interact with the
UK AIR Pollution Database from DEFRA"" <doi:10.21105/joss.00051>.",GPL-3,UTF-8,"https://docs.ropensci.org/rdefra/,
https://github.com/ropensci/rdefra",https://ropensci.r-universe.dev,"Cheryl Lim [aut, cre],
Claudia Vitolo [aut] (<https://orcid.org/0000-0002-4252-1176>, Claudia
is the original creator of the package),
Andrew Russell [ctb] (This package is part of the KEHRA project and
Andrew supervised the technical/software development.),
Allan Tucker [ctb] (This package is part of the KEHRA project and Allan
supervised the technical/software development.),
Maëlle Salmon [ctb] (Maëlle Salmon reviewed the package for rOpenSci,
see https://github.com/ropensci/software-review/issues/68),
Hao Zhu [ctb] (Hao Zhu reviewed the package for rOpenSci, see
https://github.com/ropensci/software-review/issues/68)",Claudia Vitolo <cvitolodev@gmail.com>,2023-04-05T06:56:06.421Z,1577632,rOpenSci
rdataretriever,NA,R Interface to the Data Retriever,3.1.0,"Provides an R interface to the Data Retriever
<https://retriever.readthedocs.io/en/latest/> via the Data Retriever's
command line interface. The Data Retriever automates the
tasks of finding, downloading, and cleaning public datasets,
and then stores them in a local database.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rdataretriever/ (website),
https://github.com/ropensci/rdataretriever/",https://ropensci.r-universe.dev,"Henry Senyondo [aut, cre] (<https://orcid.org/0000-0001-7105-5808>),
Daniel McGlinn [aut] (<https://orcid.org/0000-0003-2359-3526>),
Pranita Sharma [aut] (<https://orcid.org/0000-0002-5871-380X>),
David J Harris [aut] (<https://orcid.org/0000-0003-3332-9307>),
Hao Ye [aut] (<https://orcid.org/0000-0002-8630-1458>),
Shawn Taylor [aut] (<https://orcid.org/0000-0002-6178-6903>),
Jeroen Ooms [aut] (<https://orcid.org/0000-0002-4035-0289>),
Francisco Rodríguez-Sánchez Ooms [aut]
(<https://orcid.org/0000-0002-7981-1599>),
Karthik Ram [aut] (<https://orcid.org/0000-0002-0233-1757>),
Apoorva Pandey [aut] (<https://orcid.org/0000-0001-9834-4415>),
Harshit Bansal [aut] (<https://orcid.org/0000-0002-3285-812X>),
Max Pohlman [aut] (<https://orcid.org/0000-0003-2325-6984>),
Weecology [cph] (<https://orcid.org/0000-0000-0000-0000>),
Ethan White [aut] (<https://orcid.org/0000-0001-6728-7745>)",Henry Senyondo <henrykironde@gmail.com>,2023-03-28T06:07:12.475Z,176506,rOpenSci
cde,Package,Download Data from the Catchment Data Explorer Website,0.4.1.9003,"Facilitates searching, download and plotting of Water Framework 
Directive (WFD) reporting data for all waterbodies within the UK Environment
Agency area. The types of data that can be downloaded are: WFD status
classification data, Reasons for Not Achieving Good (RNAG) status,
objectives set for waterbodies, measures put in place to improve water
quality and details of associated protected areas. The site accessed is
<https://environment.data.gov.uk/catchment-planning/>. The data are made
available under the Open Government Licence v3.0
<https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/>.",GPL-3,UTF-8,"https://docs.ropensci.org/cde, https://github.com/ropensci/cde",https://ropensci.r-universe.dev,"Rob Briers [aut, cre] (<https://orcid.org/0000-0003-0341-1203>)",Rob Briers <r.briers@napier.ac.uk>,2023-04-05T06:17:20.870Z,416519,rOpenSci
handlr,NA,Convert Among Citation Formats,0.3.0,"Converts among many citation formats, including 'BibTeX',
'Citeproc', 'Codemeta', 'RDF XML', 'RIS', 'Schema.org', and
'Citation File Format'. A low level 'R6' class is provided, as well
as stand-alone functions for each citation format for both read
and write.",MIT + file LICENSE,UTF-8,"https://github.com/ropensci/handlr (devel),
https://docs.ropensci.org/handlr/ (docs)",https://ropensci.r-universe.dev,"Scott Chamberlain [aut, cre] (<https://orcid.org/0000-0003-1444-9135>),
Thierry Onkelinx [ctb] (<https://orcid.org/0000-0001-8804-4216>)",Scott Chamberlain <sckott@protonmail.com>,2023-04-05T07:32:59.791Z,199279,rOpenSci
taxa,Package,Classes for Storing and Manipulating Taxonomic Data,0.4.2,"Provides classes for storing and manipulating taxonomic data. 
Most of the classes can be treated like base R vectors (e.g. can be used
in tables as columns and can be named). Vectorized classes can store taxon names
and authorities, taxon IDs from databases, taxon ranks, and other types of
information. More complex classes are provided to store taxonomic trees and
user-defined data associated with them.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/taxa/, https://github.com/ropensci/taxa",https://ropensci.r-universe.dev,"Scott Chamberlain [aut] (<https://orcid.org/0000-0003-1444-9135>),
Zachary Foster [aut, cre] (<https://orcid.org/0000-0002-5075-0948>)",Zachary Foster <zacharyfoster1989@gmail.com>,2023-04-05T06:56:45.728Z,260477,rOpenSci
DataPackageR,Package,Construct Reproducible Analytic Data Sets as R Packages,0.15.8.9000,"A framework to help construct R data packages in a 
reproducible manner. Potentially time consuming processing of
raw data sets into analysis ready data sets is done in a reproducible
manner and decoupled from the usual R CMD build process so that
data sets can be processed into R objects in the data package and
the data package can then be shared, built, and installed by others
without the need to repeat computationally costly data processing.
The package maintains data provenance by turning the data processing
scripts into package vignettes, as well as enforcing documentation
and version checking of included data objects. Data packages can be
version controlled in github, and used to share data for manuscripts,
collaboration and general reproducibility.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/DataPackageR/ (website)
https://github.com/ropensci/DataPackageR/",https://ropensci.r-universe.dev,"Greg Finak [aut, cph] (Original author and creator of DataPackageR),
Paul Obrecht [ctb],
Ellis Hughes [ctb],
Jimmy Fulp [ctb],
Marie Vendettuoli [ctb, cre],
Jason Taylor [ctb],
Kara Woo [rev] (Kara reviewed the package for ropensci, see
<https://github.com/ropensci/onboarding/issues/230>),
William Landau [rev] (William reviewed the package for ropensci, see
<https://github.com/ropensci/onboarding/issues/230>)",Marie Vendettuoli <sc.mvendett.viscdevelopers@scharp.org>,2023-04-05T06:22:59.682Z,420675,rOpenSci
antiword,Package,Extract Text from Microsoft Word Documents,1.3.1,"Wraps the 'AntiWord' utility to extract text from Microsoft
Word documents. The utility only supports the old 'doc' format, not the
new xml based 'docx' format. Use the 'xml2' package to read the latter.",GPL-2,UTF-8,"https://docs.ropensci.org/antiword/ (website),
https://github.com/ropensci/antiword (devel)
http://www.winfield.demon.nl (upstream)",https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>),
Adri van Os [cph] (Author 'antiword' utility)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-06T06:17:23.810Z,304991,rOpenSci
baRcodeR,NA,"Label Creation for Tracking and Collecting Data from Biological
Samples",0.1.7,"Tools to generate unique identifier codes and
printable barcoded labels for the management of biological samples.
The creation of unique ID codes and printable PDF files can be
initiated by standard commands, user prompts, or through a GUI addin
for R Studio. Biologically informative codes can be included for
hierarchically structured sampling designs.",GPL-3,UTF-8,"https://docs.ropensci.org/baRcodeR/ (website)
https://github.com/ropensci/baRcodeR/",https://ropensci.r-universe.dev,"Yihan Wu [aut] (<https://orcid.org/0000-0002-1202-4208>),
Robert Colautti [aut, cre] (<https://orcid.org/0000-0003-4213-0711>),
Emily Bao [ctb],
Lluís Revilla Sancho [rev] (<https://orcid.org/0000-0001-9747-2570>),
Rayna Harris [rev]",Robert Colautti <robert.colautti@queensu.ca>,2023-04-08T06:10:38.057Z,1417856,rOpenSci
mapscanner,NA,"Print Maps, Draw on Them, Scan Them Back in",0.0.6.004,"Enables preparation of maps to be printed and drawn on.
Modified maps can then be scanned back in, and hand-drawn marks
converted to spatial objects.",GPL-3 | BSD_2_clause + file LICENSE,UTF-8,https://github.com/ropensci/mapscanner,https://ropensci.r-universe.dev,"Mark Padgham [aut, cre],
Michael D. Sumner [aut],
Kelly Hondula [rev] (Kelly reviewed the package for rOpenSci, see
https://github.com/ropensci/software-review/issues/330),
Nicholas Potter [rev] (Nichola reviewed the package for rOpenSci, see
https://github.com/ropensci/software-review/issues/330),
Stanislaw Adaszewski [cph] (author of include concaveman-cpp code)",Mark Padgham <mark.padgham@email.com>,2023-04-08T07:35:20.203Z,2184066,rOpenSci
bikedata,NA,Download and Aggregate Data from Public Hire Bicycle Systems,0.2.5.045,"Download and aggregate data from all public hire bicycle
systems which provide open data, currently including 'Santander'
Cycles in London, U.K.; from the U.S.A., 'Ford GoBike' in San
Francisco CA, 'citibike' in New York City NY, 'Divvy' in Chicago IL,
'Capital Bikeshare' in Washington DC, 'Hubway' in Boston MA, 'Metro'
in Los Angeles LA, 'Indego' in Philadelphia PA, and 'Nice Ride' in
Minnesota; 'Bixi' from Montreal, Canada; and 'mibici' from
Guadalajara, Mexico.",GPL-3,UTF-8,"https://docs.ropensci.org/bikedata/,
https://github.com/ropensci/bikedata",https://ropensci.r-universe.dev,"Mark Padgham [aut, cre] (<https://orcid.org/0000-0003-2172-5265>),
Richard Ellison [aut],
Tom Buckley [aut],
Ryszard Szymański [ctb],
Bea Hernández [rev] (Bea reviewed the package for ropensci, see
https://github.com/ropensci/onboarding/issues/116),
Elaine McVey [rev] (Elaine reviewed the package for ropensci, see
https://github.com/ropensci/onboarding/issues/116),
SQLite Consortium [ctb] (Authors of included SQLite code)",Mark Padgham <mark.padgham@email.com>,2023-04-05T06:30:54.881Z,3638909,rOpenSci
gendercoder,NA,Recodes Sex/Gender Descriptions into a Standard Set,0.0.0.9000,Provides functions and dictionaries for recoding of freetext gender responses into more consistent categories.,MIT + file LICENSE,UTF-8,https://github.com/ropensci/gendercoder,https://ropensci.r-universe.dev,"Jennifer Beaudry [aut] (<https://orcid.org/0000-0003-1596-6708>),
Emily Kothe [aut, cre] (<https://orcid.org/0000-0003-1210-0554>),
Felix Singleton Thorn [aut] (<https://orcid.org/0000-0002-0237-6146>),
Rhydwyn McGuire [aut],
Nicholas Tierney [aut] (<https://orcid.org/0000-0003-1460-8722>),
Mathew Ling [aut] (<https://orcid.org/0000-0002-0940-2538>),
Julia Silge [rev] (Julia reviewed the package (v. 0.0.0.9000) for
rOpenSci, see
<https://github.com/ropensci/software-review/issues/435>),
Elin Waring [rev] (Elin reviewed the package (v. 0.0.0.9000) for
rOpenSci, see
<https://github.com/ropensci/software-review/issues/435>)",Emily Kothe <emily.kothe@deakin.edu.au>,2023-04-05T06:21:26.606Z,213231,rOpenSci
iheatmapr,Package,"Interactive, Complex Heatmaps",0.6.0.9000,"Make complex, interactive heatmaps. 'iheatmapr' includes a modular 
system for iteratively building up complex heatmaps, as well as the
iheatmap() function for making relatively standard heatmaps.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/iheatmapr (website)
https://github.com/ropensci/iheatmapr",https://ropensci.r-universe.dev,"Alicia Schep [aut, cre] (<https://orcid.org/0000-0002-3915-0618>),
Sarah Kummerfeld [aut] (<https://orcid.org/0000-0002-0089-2358>),
Genentech [cph],
Andee Kaplan [rev] (Reviewer for rOpensci review process
https://github.com/ropensci/onboarding/issues/107),
Carl Ganz [rev] (Reviewer for rOpensci review process
https://github.com/ropensci/onboarding/issues/107),
Alex Johnson [ctb] (plotly.js library),
Étienne Tétreault-Pinard [ctb] (plotly.js library),
Mikola Lysenko [ctb] (plotly.js library),
Ricky Reusser [ctb] (plotly.js library),
Robert Monfera [ctb] (plotly.js library),
Nicolas Riesco [ctb] (plotly.js library),
Miklós Tusz [ctb] (plotly.js library),
Chelsea Douglas [ctb] (plotly.js library),
Ben Postlethwaite [ctb] (plotly.js library),
Chris Parmer [ctb] (plotly.js library),
Alex Vados [ctb] (plotly.js library),
Plotly [cph] (plotly.js library),
Frederick Boehm [ctb] (colorbars & main_heatmap)",Alicia Schep <aschep@gmail.com>,2023-04-05T06:40:36.324Z,3098680,rOpenSci
git2rdata,NA,Store and Retrieve Data.frames in a Git Repository,0.4.0,"The git2rdata package is an R package for writing and reading
dataframes as plain text files.  A metadata file stores important
information.  1) Storing metadata allows to maintain the classes of
variables.  By default, git2rdata optimizes the data for file storage.
The optimization is most effective on data containing factors.  The
optimization makes the data less human readable.  The user can turn
this off when they prefer a human readable format over smaller files.
Details on the implementation are available in vignette(""plain_text"",
package = ""git2rdata"").  2) Storing metadata also allows smaller row
based diffs between two consecutive commits.  This is a useful feature
when storing data as plain text files under version control.  Details
on this part of the implementation are available in
vignette(""version_control"", package = ""git2rdata"").  Although we
envisioned git2rdata with a git workflow in mind, you can use it in
combination with other version control systems like subversion or
mercurial.  3) git2rdata is a useful tool in a reproducible and
traceable workflow.  vignette(""workflow"", package = ""git2rdata"") gives
a toy example.  4) vignette(""efficiency"", package = ""git2rdata"")
provides some insight into the efficiency of file storage, git
repository size and speed for writing and reading.",GPL-3,UTF-8,"https://ropensci.github.io/git2rdata/,
https://github.com/ropensci/git2rdata/",https://ropensci.r-universe.dev,"Thierry Onkelinx [aut, cre] (<https://orcid.org/0000-0001-8804-4216>),
Floris Vanderhaeghe [ctb] (<https://orcid.org/0000-0002-6378-6229>),
Peter Desmet [ctb] (<https://orcid.org/0000-0002-8442-8025>),
Els Lommelen [ctb] (<https://orcid.org/0000-0002-3481-5684>),
Research Institute for Nature and Forest [cph, fnd]",Thierry Onkelinx <thierry.onkelinx@inbo.be>,2023-04-05T06:37:26.006Z,1188371,rOpenSci
rnassqs,Package,Access Data from the NASS 'Quick Stats' API,0.6.1,"Interface to access data via the United States Department of 
Agriculture's National Agricultural Statistical Service (NASS) 'Quick Stats'
web API <https://quickstats.nass.usda.gov/api>. Convenience functions
facilitate building queries based on available parameters and valid parameter
values. This product uses the NASS API but is not endorsed or certified by NASS.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rnassqs/ (website)
https://github.com/ropensci/rnassqs/",https://ropensci.r-universe.dev,"Nicholas Potter [aut, cre],
Robert Dinterman [ctb],
Jonathan Adams [ctb],
Joseph Stachelek [ctb],
Julia Piaskowski [ctb],
Adam Sparks [rev],
Neal Richardson [ctb, rev]",Nicholas Potter <econpotter@gmail.com>,2023-04-05T06:49:58.852Z,2296936,rOpenSci
jqr,NA,"Client for 'jq', a 'JSON' Processor",1.2.3,"Client for 'jq', a 'JSON' processor (<https://stedolan.github.io/jq/>), 
written in C. 'jq' allows the following with 'JSON' data: index into, parse,
do calculations, cut up and filter, change key names and values, perform
conditionals and comparisons, and more.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/jqr/ (docs),
https://github.com/ropensci/jqr (devel)",https://ropensci.r-universe.dev,"Rich FitzJohn [aut],
Jeroen Ooms [aut, cre],
Scott Chamberlain [aut],
Stefan Milton Bache [aut]",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-05T06:37:32.717Z,195453,rOpenSci
roadoi,Package,Find Free Versions of Scholarly Publications via Unpaywall,0.7.2,"This web client interfaces Unpaywall <https://unpaywall.org/products/api>, formerly
oaDOI, a service finding free full-texts of academic papers by linking DOIs with
open access journals and repositories. It provides unified access to various data sources
for open access full-text links including Crossref and the Directory of Open Access
Journals (DOAJ). API usage is free and no registration is required.",MIT + file LICENSE,NA,"https://docs.ropensci.org/roadoi/,
https://github.com/ropensci/roadoi/",https://ropensci.r-universe.dev,"Najko Jahn [aut, cre],
Tuija Sonkkila [rev] (Tuija Sonkkila reviewed the package for rOpenSci,
see https://github.com/ropensci/onboarding/issues/115,
<https://orcid.org/0000-0002-6892-9305>),
Ross Mounce [rev] (Ross Mounce reviewed the package for rOpenSci, see
https://github.com/ropensci/onboarding/issues/115,
<https://orcid.org/0000-0002-3520-2046>),
Anne Hobert [ctb] (<https://orcid.org/0000-0003-2429-2995>),
Delwen Franzen [ctb]",Najko Jahn <najko.jahn@gmail.com>,2023-04-05T06:57:40.239Z,439680,rOpenSci
DoOR.functions,Package,"Integrating Heterogeneous Odorant Response Data into a Common
Response Model: A DoOR to the Complete Olfactome",2.0.1.9000,"This is a function package providing functions to perform data
manipulations and visualizations for DoOR.data. See the URLs for the original and the DoOR 2.0 publication.",GPL-3,UTF-8,"https://docs.ropensci.org/DoOR.functions,
http://neuro.uni.kn/DoOR, http://dx.doi.org/10.1038/srep21841,
http://dx.doi.org/10.1093/chemse/bjq042,
https://github.com/ropensci/DoOR.functions",https://ropensci.r-universe.dev,"Daniel Münch [aut, cre],
C. Giovanni Galizia [aut],
Shouwen Ma [aut],
Martin Strauch [aut],
Anja Nissler [aut],
Wolf Huetteroth [ctb]",Daniel Münch <daniel.muench@uni-konstanz.de>,2023-04-05T06:08:16.454Z,2890481,rOpenSci
